418347475100270592	168060002	0	1	lang1
418347475100270592	168060002	3	6	lang1
418347475100270592	168060002	8	12	lang1
418347475100270592	168060002	14	17	lang1
418347475100270592	168060002	19	22	lang1
418347475100270592	168060002	24	28	lang1
418347475100270592	168060002	30	34	lang1
418347475100270592	168060002	36	38	lang1
418347475100270592	168060002	40	46	lang1
418347475100270592	168060002	48	53	lang1
418347475100270592	168060002	55	58	lang1
418347475100270592	168060002	60	63	lang1
418347475100270592	168060002	65	68	lang1
418347475100270592	168060002	70	73	ne
418347475100270592	168060002	75	80	ne
418347475100270592	168060002	82	85	ne
418347475100270592	168060002	87	90	ne
418347475100270592	168060002	92	93	ne
418347475100270592	168060002	95	97	ne
418347475100270592	168060002	99	101	other
418347475100270592	168060002	103	106	lang1
418347475100270592	168060002	108	111	lang1
418347475100270592	168060002	113	113	other
418347475100270592	168060002	115	134	ne
418075471386263553	168060002	0	4	lang1
418075471386263553	168060002	6	7	other
418075471386263553	168060002	9	12	lang1
418075471386263553	168060002	14	17	ne
418075471386263553	168060002	19	20	lang1
418075471386263553	168060002	22	25	lang1
418075471386263553	168060002	27	31	lang1
418075471386263553	168060002	33	38	lang1
418075471386263553	168060002	40	42	lang1
418075471386263553	168060002	44	46	lang1
418075471386263553	168060002	48	51	lang1
418075471386263553	168060002	53	54	lang1
418075471386263553	168060002	56	63	lang1
418075471386263553	168060002	65	65	other
418075471386263553	168060002	67	69	lang1
418075471386263553	168060002	71	74	lang1
418075471386263553	168060002	76	81	lang1
418075471386263553	168060002	83	84	lang1
418075471386263553	168060002	86	87	lang1
418075471386263553	168060002	89	91	lang1
418075471386263553	168060002	93	97	lang1
418075471386263553	168060002	99	99	other
418075187654184960	168060002	0	8	lang1
418075187654184960	168060002	10	14	ne
418075187654184960	168060002	16	19	ne
418075187654184960	168060002	21	28	lang1
418075187654184960	168060002	30	30	other
418075187654184960	168060002	32	35	lang1
418075187654184960	168060002	37	38	lang1
418075187654184960	168060002	40	46	lang1
418075187654184960	168060002	48	49	lang1
418075187654184960	168060002	51	55	lang1
418075187654184960	168060002	57	62	lang1
418075187654184960	168060002	64	71	lang1
418075187654184960	168060002	73	73	other
418075187654184960	168060002	75	77	lang1
418075187654184960	168060002	79	81	lang1
418075187654184960	168060002	83	84	lang1
418075187654184960	168060002	86	91	lang1
418075187654184960	168060002	93	97	lang1
418075187654184960	168060002	99	102	lang1
418075187654184960	168060002	104	106	lang1
418075187654184960	168060002	108	113	lang1
418075187654184960	168060002	115	122	lang1
418075187654184960	168060002	124	127	lang1
418075187654184960	168060002	129	132	lang1
418075187654184960	168060002	134	137	lang1
418075187654184960	168060002	139	140	other
418074770761338880	168060002	0	4	lang1
418074770761338880	168060002	7	10	lang1
418074770761338880	168060002	12	18	lang1
418074770761338880	168060002	20	23	lang1
418074770761338880	168060002	25	27	lang1
418074770761338880	168060002	29	34	lang1
418074770761338880	168060002	36	42	lang1
418074770761338880	168060002	44	46	lang1
418074770761338880	168060002	48	50	lang1
418074770761338880	168060002	52	55	lang1
418074770761338880	168060002	57	63	lang1
418074770761338880	168060002	65	74	lang1
418074770761338880	168060002	76	76	other
418074770761338880	168060002	78	80	lang1
418074770761338880	168060002	82	93	lang1
418074770761338880	168060002	95	96	lang1
418074770761338880	168060002	98	102	lang1
418074770761338880	168060002	104	108	lang1
418074770761338880	168060002	110	112	lang1
418074770761338880	168060002	114	114	other
418074770761338880	168060002	116	121	lang1
418074770761338880	168060002	123	128	lang1
418074770761338880	168060002	130	131	lang1
418074770761338880	168060002	133	139	lang1
418074373732708352	168060002	0	2	lang1
418074373732708352	168060002	4	8	lang1
418074373732708352	168060002	10	16	ne
418074373732708352	168060002	18	24	lang1
418074373732708352	168060002	26	26	other
418074373732708352	168060002	28	29	lang1
418074373732708352	168060002	31	34	lang1
418074373732708352	168060002	36	37	lang1
418074373732708352	168060002	39	42	lang1
418074373732708352	168060002	44	49	ne
418074373732708352	168060002	51	54	lang1
418074373732708352	168060002	56	61	lang1
418074373732708352	168060002	63	66	lang1
418074373732708352	168060002	68	70	lang1
418074373732708352	168060002	72	73	lang1
418074373732708352	168060002	75	78	lang1
418074373732708352	168060002	80	84	lang1
418074373732708352	168060002	86	92	lang1
418074373732708352	168060002	94	95	lang1
418074373732708352	168060002	97	102	lang1
418074373732708352	168060002	104	110	ne
418074373732708352	168060002	112	119	ne
418074373732708352	168060002	121	124	lang1
418074373732708352	168060002	126	130	lang1
418074373732708352	168060002	132	137	lang1
418074373732708352	168060002	139	139	other
417371502884171776	168060002	0	1	lang1
417371502884171776	168060002	3	9	lang1
417371502884171776	168060002	11	16	lang1
417371502884171776	168060002	18	21	lang1
417371502884171776	168060002	23	26	ne
417371502884171776	168060002	28	30	lang1
417371502884171776	168060002	32	35	lang1
417371502884171776	168060002	37	39	lang1
417371502884171776	168060002	41	44	ne
417371502884171776	168060002	46	51	ne
417371502884171776	168060002	53	53	other
417371502884171776	168060002	55	60	ne
417371502884171776	168060002	62	67	ne
417371502884171776	168060002	69	73	ne
416978653420216320	168060002	0	3	lang1
416978653420216320	168060002	5	7	lang1
416978653420216320	168060002	9	12	lang1
416978653420216320	168060002	14	16	lang1
416978653420216320	168060002	18	21	ne
416978653420216320	168060002	23	27	ne
416978653420216320	168060002	29	35	ne
416627319227568128	168060002	0	4	lang1
416627319227568128	168060002	6	9	lang1
416627319227568128	168060002	11	12	lang1
416627319227568128	168060002	14	18	ne
416627319227568128	168060002	20	22	ne
416627319227568128	168060002	24	28	ne
416627319227568128	168060002	30	35	lang1
416627319227568128	168060002	37	41	lang1
416627319227568128	168060002	43	50	lang1
416627319227568128	168060002	52	54	lang1
416627319227568128	168060002	56	62	lang1
416627319227568128	168060002	64	67	lang1
416627319227568128	168060002	69	71	lang1
416627319227568128	168060002	73	81	ne
416627319227568128	168060002	83	91	ne
416627319227568128	168060002	93	93	other
416627319227568128	168060002	95	99	ne
416627319227568128	168060002	101	108	ne
416627319227568128	168060002	110	110	other
416627319227568128	168060002	112	117	ne
416627319227568128	168060002	119	128	ne
416565125550981120	168060002	0	3	lang1
416565125550981120	168060002	5	11	lang1
416565125550981120	168060002	13	17	ne
416565125550981120	168060002	19	26	ne
416565125550981120	168060002	28	28	other
416565125550981120	168060002	30	36	lang1
416565125550981120	168060002	38	41	lang1
416565125550981120	168060002	43	45	lang1
416565125550981120	168060002	47	51	lang1
416565125550981120	168060002	53	59	lang1
416565125550981120	168060002	61	67	lang1
416565125550981120	168060002	69	75	lang1
416565125550981120	168060002	77	77	other
416565125550981120	168060002	79	81	lang1
416565125550981120	168060002	83	86	ne
416565125550981120	168060002	88	92	ne
416565125550981120	168060002	94	99	lang1
416565125550981120	168060002	101	102	lang1
416565125550981120	168060002	104	105	lang1
416565125550981120	168060002	107	109	lang1
416565125550981120	168060002	111	114	lang1
416565125550981120	168060002	116	119	lang1
416565125550981120	168060002	121	125	lang1
416565125550981120	168060002	127	127	other
416159938608922624	168060002	0	3	lang1
416159938608922624	168060002	5	8	lang1
416159938608922624	168060002	10	14	ne
416159938608922624	168060002	16	18	ne
416159938608922624	168060002	20	27	lang1
416159938608922624	168060002	29	30	other
416159938608922624	168060002	32	36	lang1
416159938608922624	168060002	38	44	lang1
416159938608922624	168060002	46	51	lang1
416159938608922624	168060002	53	59	lang1
416159938608922624	168060002	61	62	lang1
416159938608922624	168060002	64	67	lang1
416159938608922624	168060002	69	71	lang1
416159938608922624	168060002	73	74	lang1
416159938608922624	168060002	76	79	lang1
416159938608922624	168060002	81	82	lang1
416159938608922624	168060002	84	86	lang1
416159938608922624	168060002	88	89	other
416159938608922624	168060002	91	97	lang1
416159938608922624	168060002	99	104	lang1
416159938608922624	168060002	106	109	lang1
416159938608922624	168060002	111	116	lang1
416159938608922624	168060002	118	122	lang1
416159938608922624	168060002	124	129	lang1
416159938608922624	168060002	131	131	other
415551174587453440	168060002	0	5	lang1
415551174587453440	168060002	7	8	lang1
415551174587453440	168060002	10	16	lang1
415551174587453440	168060002	18	23	lang1
415551174587453440	168060002	25	28	lang1
415551174587453440	168060002	30	33	ne
415551174587453440	168060002	35	37	lang1
415551174587453440	168060002	39	42	lang1
415551174587453440	168060002	44	47	lang1
415551174587453440	168060002	49	54	ne
415551174587453440	168060002	56	58	ne
415551174587453440	168060002	60	65	ne
415551174587453440	168060002	67	67	other
415551174587453440	168060002	69	72	ne
415551174587453440	168060002	74	79	ne
415343526453723136	168060002	0	3	lang1
415343526453723136	168060002	5	7	lang1
415343526453723136	168060002	9	11	lang1
415343526453723136	168060002	13	16	ne
415343526453723136	168060002	18	25	ne
415343526453723136	168060002	27	34	lang1
415343526453723136	168060002	36	36	other
415343526453723136	168060002	38	40	lang1
415343526453723136	168060002	42	45	ne
415343526453723136	168060002	47	53	lang1
415343526453723136	168060002	55	58	lang1
415343526453723136	168060002	60	64	lang1
415343526453723136	168060002	66	73	lang1
415343526453723136	168060002	75	75	other
415343526453723136	168060002	77	80	lang1
415343526453723136	168060002	82	84	ne
415343526453723136	168060002	86	91	lang1
415343526453723136	168060002	93	94	lang1
415343526453723136	168060002	96	97	lang1
415343526453723136	168060002	99	101	lang1